tenure_months,total_orders,total_spend,recency_days,age,income_bracket,nps_score,online_ratio,return_rate,support_tickets,discount_usage,category_preference,region,gender,clv_tier,customer_id,avg_order_value,tenure_years,purchase_frequency,recency_score,frequency_score,monetary_score,rfm_score,retention_rate,churn_rate,clv_12month,clv_segment,clv_predicted_rf,clv_predicted_ridge,clv_predicted_xgb,clv_predicted_ensemble,clv_error_rf
21,6,83.65406459093613,269,22,1,3,0.1012443510492971,0.2781264705603909,8,0.7542398595758366,Pharmacy,South,M,Hibernating,CUST_02849,13.942344098489356,1.75,3.4285714285714284,1,2,1,4,0.2886119355643814,0.7113880644356185,18.93,Low,23.25945139558746,32.88508513819317,21.495941,24.35557500568942,4.329451395587462
25,9,314.18319186604634,178,24,1,7,0.5549855694284367,0.1036803109360361,3,0.6313592477993926,Pharmacy,West,F,At-Risk,CUST_01873,34.90924354067182,2.083333333333333,4.319999999999999,2,2,2,6,0.4788537411163582,0.5211462588836417,92.06,Low,97.0795474422705,102.53210276452614,93.97758,97.19527523544058,5.019547442270493
56,62,3846.31440348864,23,57,4,9,0.4160090901544053,0.0308101042996928,4,0.1051298545865819,Home,East,F,Champions,CUST_00239,62.037329088526455,4.666666666666667,13.285714285714285,5,5,5,15,0.95,0.05,5825.92,Very High,7218.794417436756,3459.2834696612254,5786.115,5831.079714258696,1392.8744174367557
1,6,77.98091472226152,266,20,1,5,0.4825324799615762,0.3078915445267945,4,0.9422345354508276,Grocery,North,M,Hibernating,CUST_02918,12.99681912037692,0.0833333333333333,72.0,1,2,1,4,0.2869253767711989,0.713074623228801,375.05,Medium,258.6545330601801,185.2378208254253,378.8607,271.3321118248696,116.39546693981993
18,14,1632.2758373226525,71,42,2,9,0.6805264197619396,0.1238181727220917,7,0.1249152881828121,Sports,North,F,Growers,CUST_01092,116.5911312373323,1.5,9.333333333333334,3,3,4,10,0.6207647740626959,0.3792352259373041,915.12,High,989.3297543202076,1061.4470249016597,980.4747,1000.6479814056473,74.2097543202076
18,4,124.93855302746395,304,41,1,5,0.3187547600115411,0.2219390719236382,10,0.7945735563412135,Grocery,West,M,Hibernating,CUST_02871,31.23463825686599,1.5,2.6666666666666665,1,1,1,3,0.1657368345764776,0.8342631654235224,49.97,Low,40.66048497759537,27.6534420012341,45.95553,39.06854507411367,9.309515022404632
37,138,15000.0,20,33,3,10,0.5256470565146274,0.0451699101016463,3,0.067008970305396,Electronics,West,F,Champions,CUST_00101,108.69565217391305,3.083333333333333,44.75675675675676,5,5,5,15,0.95,0.05,28747.77,Very High,29372.177724403653,43313.638887808884,30074.902,31970.875469368675,624.4077244036525
42,199,14866.7225941676,18,43,4,10,0.4056159157364655,0.042573585375764,4,0.0498258783092598,Electronics,West,F,Champions,CUST_00316,74.70714871441004,3.5,56.85714285714285,5,5,5,15,0.95,0.05,28069.97,Very High,25863.34107936199,50085.53673658611,28103.172,30262.994778804717,2206.6289206380097
23,33,946.4862435950575,62,30,3,6,0.4120890218770851,0.0915144503868287,4,0.2443498167832727,Sports,South,F,Growers,CUST_01024,28.68140132106235,1.9166666666666667,17.217391304347824,4,4,3,11,0.8060452957543027,0.1939547042456972,786.36,Medium,831.2642271774738,874.7061270658174,847.50006,844.6641936165886,44.904227177473786
12,4,76.90210762855669,233,33,2,3,0.1181180515370004,0.3546893165936097,3,0.8097962477413416,Pharmacy,South,M,Hibernating,CUST_02747,19.225526907139173,1.0,4.0,1,1,1,3,0.2115353078228846,0.7884646921771153,33.54,Low,32.14027851074598,30.208220917911,33.39774,32.11241648048944,1.39972148925402
11,58,2372.5861580636224,84,43,2,8,0.8904216841119492,0.0879679583098237,4,0.1275053107478691,Tech,North,F,Growers,CUST_00768,40.90665789764866,0.9166666666666666,63.27272727272727,3,5,4,12,0.7500601562497164,0.2499398437502835,3207.42,Very High,3185.228665413334,4577.6557564410505,3269.815,3451.8909015752297,22.191334586666017
32,35,1034.4194589801978,19,39,3,7,0.6732580225086151,0.0899960073382473,2,0.2723350289081511,Tech,North,F,Growers,CUST_01345,29.554841685148507,2.6666666666666665,13.125,5,4,3,12,0.8323981786466086,0.1676018213533914,781.04,Medium,1007.8012227314443,868.8616414791027,900.9682,946.0006690933529,226.76122273144438
72,93,15000.0,19,63,3,9,0.5638387331108474,0.0302607665133641,4,0.0904819593149256,Luxury,South,F,Champions,CUST_00262,161.29032258064515,6.0,15.5,5,5,5,15,0.95,0.05,15711.91,Very High,15222.58786838127,13326.600474656138,15527.163,14911.310957740461,489.32213161873005
22,43,1448.592902423845,88,37,3,8,0.5229489667632405,0.0629090661728306,3,0.1760175711950642,Tech,West,F,Growers,CUST_01452,33.68820703311268,1.8333333333333333,23.454545454545457,3,4,4,11,0.6956299145154411,0.3043700854845589,1064.4,High,961.9250546150128,1173.2331340885387,958.5223,999.8377774143806,102.47494538498734
23,4,104.64909686394743,221,34,2,6,0.4647521855509837,0.2901033884754834,18,0.5257533630158073,Pharmacy,North,F,Hibernating,CUST_02835,26.162274215986866,1.9166666666666667,2.0869565217391304,1,1,1,3,0.2531313748693994,0.7468686251306005,25.9,Low,27.99203841253914,25.03167775337786,26.23517,26.84702833757742,2.092038412539143
66,99,15000.0,25,49,4,8,0.6890126215723266,0.0732970303985295,4,0.0829222313577523,Home,North,F,Champions,CUST_00196,151.5151515151515,5.5,18.0,4,5,5,14,0.9461213875309156,0.0538786124690844,15242.02,Very High,13772.897977591154,12052.4738871306,15374.822,13860.252169836307,1469.1220224088465
23,16,434.42243469452,135,66,1,5,0.2539439618681887,0.239009575139854,12,0.4354252035838988,Grocery,South,F,At-Risk,CUST_01776,27.1514021684075,1.9166666666666667,8.347826086956522,2,3,2,7,0.5092416444179546,0.4907583555820454,183.37,Low,163.8880084578803,123.57419360530419,163.30862,154.73215290944793,19.481991542119715
12,2,47.59346551842779,196,72,2,4,0.2663687752117719,0.4548404077956424,18,0.8661397935277498,Pharmacy,East,F,Hibernating,CUST_02842,23.796732759213896,1.0,2.0,2,1,1,4,0.3595269492186393,0.6404730507813606,22.53,Low,25.707284537541796,49.11428277504584,22.873217,28.28737564106981,3.1772845375417944
26,13,346.4350756880841,107,63,2,7,0.340846402852681,0.2892642355329083,5,0.5900538506326727,Clothing,East,F,At-Risk,CUST_01736,26.64885197600647,2.1666666666666665,6.0,3,2,2,7,0.4528256910592798,0.5471743089407202,80.89,Low,104.56715559741377,109.0045817935664,92.89998,101.76523984051283,23.677155597413773
65,93,6134.883945082647,14,35,3,9,0.6297553843203851,0.0127574283584973,4,0.0654369039535736,Electronics,West,F,Champions,CUST_00180,65.96649403314674,5.416666666666667,17.16923076923077,5,5,5,15,0.95,0.05,7924.54,Very High,7843.240547638725,4220.864218987382,7532.568,6845.625228985863,81.29945236127514
18,7,90.52255949043432,183,73,1,1,0.1114742294559388,0.2803686880727529,6,0.957666393844146,Grocery,North,M,Hibernating,CUST_02923,12.931794212919188,1.5,4.666666666666667,2,2,1,5,0.3604785642825266,0.6395214357174733,43.97,Low,36.560268719346,47.366098714272376,40.29981,39.64966761402779,7.409731280654
49,95,4473.051969044404,3,33,4,8,0.4146828885188361,0.0305347395008706,4,0.091231706514967,Electronics,South,M,Champions,CUST_00341,47.08475756888847,4.083333333333333,23.26530612244898,5,5,5,15,0.95,0.05,5829.42,Very High,7682.295092739715,5155.533617787668,6557.3296,6764.242778774807,1852.875092739715
27,43,1498.843392416436,70,50,2,8,0.7766297692979094,0.1142884014991253,3,0.2022519341840682,Tech,West,F,Growers,CUST_01100,34.856823079452,2.25,19.11111111111111,3,4,4,11,0.6993326767615009,0.3006673232384991,635.11,Medium,785.8968153757763,955.2044856248318,683.8198,783.7692398417545,150.7868153757763
22,5,437.8491238446477,188,62,2,4,0.4246196291211513,0.1278794534932688,10,0.6772696204634292,Pharmacy,West,F,At-Risk,CUST_01544,87.56982476892952,1.8333333333333333,2.7272727272727275,2,1,2,5,0.2000856661731131,0.7999143338268868,116.99,Low,119.33112144377466,69.76442034009875,115.16117,106.07061351055364,2.341121443774668
14,21,1144.8705184816238,40,26,3,9,0.5094901149457788,0.1069825477332133,6,0.2433057393890609,Tech,North,F,Growers,CUST_00749,54.51764373722018,1.1666666666666667,18.0,4,3,3,10,0.736507858201572,0.2634921417984279,1183.77,High,1154.1632589261326,911.7871525053683,1180.4448,1108.4804217596418,29.606741073867397
1,6,112.86296294051272,339,35,1,4,0.4569228189368483,0.4546012096622421,6,0.96854615999387,Grocery,West,F,Hibernating,CUST_02756,18.810493823418785,0.0833333333333333,72.0,1,2,1,4,0.340477287975039,0.6595227120249609,787.84,Medium,363.97661126805554,244.24485332024895,689.22906,407.0848807340493,423.8633887319445
24,19,2500.0,47,43,3,8,0.7168660025288185,0.0937383242492989,7,0.1466747462192932,Tech,North,M,Growers,CUST_00663,131.57894736842104,2.0,9.5,4,3,4,11,0.6771709972755708,0.3228290027244291,1195.22,High,1249.0146978738148,1580.1207054743566,1210.8473,1297.0308718757656,53.79469787381481
25,108,9493.33347269855,12,41,4,10,0.5549270047752288,0.018060232487664,3,0.0608467889170856,Luxury,West,F,Champions,CUST_00481,87.90123585831991,2.083333333333333,51.84,5,5,5,15,0.95,0.05,32584.12,Very High,29060.352464686952,31028.287684712697,32994.742,30586.905843870172,3523.767535313047
19,10,319.67903636795734,87,64,2,4,0.3533741215606596,0.1233041494582752,8,0.5842042598124365,Grocery,South,M,At-Risk,CUST_02139,31.96790363679573,1.5833333333333333,6.315789473684211,3,2,2,7,0.4920227360057698,0.5079772639942302,180.72,Low,152.52428323066167,135.83071077880322,167.24504,153.20837549187698,28.195716769338333
31,36,800.0,48,48,3,9,0.7994366555920125,0.1237910053664989,5,0.1308139049877204,Clothing,South,M,Growers,CUST_00872,22.22222222222222,2.583333333333333,13.935483870967742,4,4,3,11,0.7037424093686865,0.2962575906313135,305.84,Medium,501.19604322856065,518.3866701021427,378.80127,463.9452122421556,195.35604322856068
35,59,2175.6916215365936,58,32,2,7,0.8602361503069441,0.1220078160678002,5,0.30840188967206,Tech,South,F,Growers,CUST_01454,36.87612917858633,2.9166666666666665,20.22857142857143,4,5,4,13,0.7817635913452429,0.2182364086547571,1394.9,High,1502.7269368735422,1549.810053520178,1349.2004,1463.9261822145731,107.82693687354208
4,4,80.10111591479316,262,53,1,5,0.3107764900144132,0.3446955740202791,12,0.9207960536163372,Grocery,East,F,Hibernating,CUST_02953,20.02527897869829,0.3333333333333333,12.0,1,1,1,3,0.2650812819065195,0.7349187180934805,126.73,Low,98.80895773221681,49.052272054841566,104.94004,87.50902749714922,27.921042267783193
75,113,4552.320098182614,8,42,4,8,0.5976064170634374,0.0670070745488133,0,0.0667069165287503,Electronics,West,F,Champions,CUST_00550,40.28601856798773,6.25,18.08,5,5,5,15,0.95,0.05,4077.89,Very High,5618.485743633566,2814.9645995548517,4473.79,4569.940038434264,1540.5957436335661
22,17,373.86644142853993,178,51,2,6,0.5432737641134164,0.1557166094598301,10,0.387181941864047,Clothing,West,F,At-Risk,CUST_02021,21.992143613443524,1.8333333333333333,9.272727272727272,2,3,2,7,0.5927632054788182,0.4072367945211818,190.59,Low,174.3441304896638,163.55281507439682,192.00136,177.18651332458182,16.245869510336206
13,1,75.3949522928019,284,33,1,2,0.41843427850783,0.405087406997345,11,0.508234541097691,Pharmacy,West,F,Hibernating,CUST_02709,75.3949522928019,1.0833333333333333,0.9230769230769232,1,1,1,3,0.2685200900569457,0.7314799099430542,33.67,Low,33.41614041524745,46.69769646060059,32.916496,35.57664629661351,0.2538595847525542
8,40,954.963271439523,62,47,2,6,0.7762360075268693,0.1240453122383589,7,0.3353048821864143,Sports,East,M,Growers,CUST_00743,23.874081785988075,0.6666666666666666,60.0,4,4,3,11,0.878359765713487,0.121640234286513,4178.33,Very High,3195.0230127869013,3123.341131548728,4718.2983,3575.184127722101,983.3069872130986
1,7,53.92667887196721,314,55,2,3,0.4887703186684314,0.4358324893274713,2,0.8060488750377156,Grocery,South,M,Hibernating,CUST_02416,7.703811267423887,0.0833333333333333,84.0,1,2,1,4,0.2674850523766422,0.7325149476233578,325.21,Medium,227.45190422049208,236.69230651811102,326.795,255.61446150992805,97.7580957795079
8,3,66.59912862269046,280,21,1,2,0.166321788330632,0.4798625239220374,14,0.6655208668776825,Pharmacy,North,M,Hibernating,CUST_02638,22.19970954089682,0.6666666666666666,4.5,1,1,1,3,0.1195799406534709,0.880420059346529,37.68,Low,36.413376302322455,28.853325457534634,37.85348,35.16937505137148,1.2666236976775451
16,3,93.23578296047728,271,62,1,2,0.2669223676158113,0.2061839476507594,16,0.4490110873519646,Grocery,North,F,Hibernating,CUST_02567,31.078594320159088,1.3333333333333333,2.25,1,1,1,3,0.1456558846702822,0.8543441153297178,28.95,Low,29.391187066583747,25.395110384673973,28.738783,28.354553826281837,0.4411870665837476
46,9,800.0,105,34,2,4,0.3998236040619158,0.2629915934985805,7,0.5132485917985659,Pharmacy,East,F,At-Risk,CUST_02293,88.88888888888889,3.8333333333333335,2.347826086956521,3,2,3,8,0.4776772636423544,0.5223227363576456,145.0,Low,143.01742491687668,166.7485688900295,143.59166,147.65594572474663,1.9825750831233222
17,8,800.0,178,59,2,6,0.5318292211278779,0.2436780979207229,7,0.3376122992536907,Pharmacy,East,F,At-Risk,CUST_01910,100.0,1.4166666666666667,5.647058823529411,2,2,3,7,0.281338513357468,0.718661486642532,307.59,Medium,266.018428473413,200.0521539990243,306.65137,262.238899718024,41.57157152658698
21,24,1041.567952769475,19,28,3,7,0.4497454668311863,0.1379798057311919,5,0.1470460422919864,Sports,North,M,Growers,CUST_00791,43.39866469872812,1.75,13.714285714285714,5,3,3,11,0.7762287155437917,0.2237712844562083,740.33,Medium,853.6232326168439,926.1241787891067,785.44135,846.25646555358,113.29323261684385
19,10,800.0,170,44,2,7,0.4863497667726834,0.1276310779905069,11,0.3079970744868768,Pharmacy,South,M,At-Risk,CUST_02121,80.0,1.5833333333333333,6.315789473684211,2,2,3,7,0.3899160986244445,0.6100839013755555,351.8,Medium,272.54831018526886,217.95044971848472,308.38568,270.4790090819543,79.25168981473115
31,56,1877.540256092512,64,38,2,9,0.6807622993865725,0.1471005183639642,7,0.3073807913751886,Sports,South,M,Growers,CUST_01447,33.52750457308057,2.583333333333333,21.677419354838708,3,4,4,11,0.6352789514206653,0.3647210485793347,586.48,Medium,810.9350865438033,842.8507760370277,605.84894,748.7871543607296,224.4550865438033
55,43,7421.714357456722,11,53,3,9,0.6123070240572658,0.0209421879496202,0,0.0084336442276458,Luxury,East,F,Champions,CUST_00248,172.59800831294703,4.583333333333333,9.381818181818184,5,4,5,14,0.8479757450877083,0.1520242549122916,4179.2,Very High,4376.402046707939,5599.974691915834,4238.637,4553.69841150713,197.2020467079392
21,53,1551.9593065086472,22,37,2,8,0.5336475410382523,0.1408463514260393,6,0.2481113601976035,Sports,South,F,Growers,CUST_00830,29.28225106620089,1.75,30.285714285714285,5,4,4,13,0.88897007394096,0.11102992605904,2829.08,Very High,3082.5595623954414,3146.9658560263533,2852.295,3024.075296981063,253.47956239544146
25,56,914.7517674374276,53,52,2,9,0.4811362862795373,0.1184070886415392,5,0.2285816197274646,Tech,South,F,Growers,CUST_01125,16.334852989954065,2.083333333333333,26.88,4,4,3,11,0.8178143274155151,0.1821856725844849,696.05,Medium,869.0608235253295,1023.7176071394297,728.09814,851.5727560853693,173.01082352532956
15,5,172.89421787642726,206,22,1,5,0.2117093576400139,0.2006171062185687,18,0.7012113238290892,Pharmacy,West,M,Hibernating,CUST_02721,34.578843575285454,1.25,4.0,1,1,2,4,0.1554588665999877,0.8445411334000122,62.05,Low,64.70751073945215,42.26244588572364,61.150364,58.437815887564405,2.6575107394521496
16,56,1488.8579114892514,48,35,3,7,0.5740351854305701,0.1278738156925164,3,0.2011638544761666,Tech,South,F,Growers,CUST_00627,26.58674841945092,1.3333333333333333,42.0,4,4,4,12,0.8146126304788135,0.1853873695211865,1829.43,High,1871.2747051450535,3004.304291122696,1791.5201,2030.429299613502,41.84470514505347
24,65,13320.61022973118,21,58,3,8,0.6796462534592368,0.076214725082246,0,0.0252030078289017,Luxury,South,F,Champions,CUST_00348,204.9324650727874,2.0,32.5,5,5,5,15,0.95,0.05,50000.0,Very High,32373.735676561402,51919.564505203096,48240.348,40103.84567162199,17626.264323438598
67,118,7143.464917376552,4,64,4,8,0.6485679029459046,0.0722939363454003,2,0.1140600100931223,Luxury,North,M,Champions,CUST_00279,60.537838282852135,5.583333333333333,21.13432835820896,5,5,5,15,0.95,0.05,8050.2,Very High,9079.67168448978,5036.778240339634,8393.361,7882.2100232067305,1029.4716844897803
28,17,250.61460419122403,128,49,2,5,0.2398119135227387,0.2047273348274629,9,0.6458902278071956,Clothing,East,F,At-Risk,CUST_01784,14.742035540660238,2.333333333333333,7.285714285714286,2,3,2,7,0.4673992938071711,0.5326007061928288,56.4,Low,82.34127559234655,90.62647478909169,83.53275,84.298573187279,25.94127559234655
26,4,276.5018479504774,139,57,1,6,0.5301355902097338,0.2795116819772327,5,0.3903830162550609,Pharmacy,North,M,At-Risk,CUST_02281,69.12546198761935,2.1666666666666665,1.8461538461538465,2,1,2,5,0.2333310201982308,0.7666689798017692,73.33,Low,70.00147562046075,55.61640596375233,70.8624,67.10400963063971,3.328524379539246
7,59,1592.1556021361323,63,32,2,6,0.4221053719678503,0.0891956140142152,6,0.3197962294447745,Clothing,North,M,Growers,CUST_00656,26.985688171798856,0.5833333333333334,101.14285714285714,3,5,4,12,0.884822598995037,0.1151774010049629,8522.79,Very High,4620.067382107676,11339.679859804744,7110.7524,6292.496275734162,3902.7226178923247
20,49,2500.0,62,51,3,7,0.769851567223909,0.1430843669683194,7,0.3182183214417814,Tech,North,M,Growers,CUST_01214,51.02040816326531,1.6666666666666667,29.4,4,4,4,12,0.8315152958228713,0.1684847041771286,3548.88,Very High,2642.66422578987,2809.632718247048,3329.5708,2867.2670726106676,906.2157742101299
22,41,800.0,25,32,3,6,0.4713000269148452,0.1283277681282369,7,0.201380288800884,Clothing,North,F,Growers,CUST_00839,19.51219512195122,1.8333333333333333,22.363636363636363,4,4,3,11,0.8502865826530369,0.149713417346963,897.82,High,1051.177111510359,982.0566895124159,796.4483,954.1486787917448,153.357111510359
7,5,60.73414219940269,237,68,1,2,0.3066157301230972,0.2685857289321076,12,0.9632397448260251,Grocery,South,M,Hibernating,CUST_02625,12.146828439880538,0.5833333333333334,8.571428571428571,1,1,1,3,0.1958185157580539,0.8041814842419461,34.12,Low,40.50508403425809,33.49243015679901,37.192993,38.011307911918486,6.385084034258092
23,2,44.94129883309226,230,19,1,5,0.3499095668132674,0.3003922533390691,5,0.968945250748508,Pharmacy,West,F,Hibernating,CUST_02589,22.47064941654613,1.9166666666666667,1.0434782608695652,1,1,1,3,0.1917987278869931,0.8082012721130069,13.06,Low,14.986264414627401,21.101977283598597,11.346936,14.78437890472264,1.9262644146274006
6,7,78.44953903370104,331,63,1,6,0.2177521435511762,0.4591907769947727,17,0.4643745678951683,Grocery,South,M,Hibernating,CUST_02351,11.207077004814437,0.5,14.0,1,2,1,4,0.3245329840362693,0.6754670159637306,81.22,Low,76.59803242716147,66.18314703378401,82.02235,75.93712022226305,4.621967572838528
12,9,218.5307979305564,157,45,1,6,0.3524940742628415,0.1712342344883749,14,0.3609715964434233,Clothing,North,F,At-Risk,CUST_01710,24.281199770061825,1.0,9.0,2,2,2,6,0.3082655824773877,0.6917344175226123,119.03,Low,127.67466560341802,89.33952758916382,127.99875,118.97692833887297,8.64466560341802
41,13,406.780833749552,132,30,2,4,0.2222900883493265,0.1974933148100691,13,0.51203164079351,Clothing,South,M,At-Risk,CUST_02024,31.29083336535016,3.4166666666666665,3.804878048780488,2,2,2,6,0.3442678265323428,0.6557321734676572,70.12,Low,70.33872540721659,48.18297743369741,67.15842,64.32531240248105,0.2187254072165814
7,15,2308.4178622824784,62,44,3,7,0.7503522880936841,0.1321329450350243,2,0.2183849117247226,Sports,West,F,Growers,CUST_00977,153.89452415216522,0.5833333333333334,25.71428571428571,4,3,4,11,0.6601112560985813,0.3398887439014186,3875.08,Very High,3526.423232697586,3379.097459866823,4044.7446,3643.300384517745,348.65676730241375
64,152,14847.673713975017,23,47,4,9,0.4316236732590056,0.0611155202430074,0,0.0423825401277958,Electronics,South,F,Champions,CUST_00446,97.68206390773037,5.333333333333333,28.5,5,5,5,15,0.95,0.05,20160.22,Very High,18371.87199339805,17734.914882564015,20508.633,18854.87211803814,1788.348006601951
34,24,1523.680060748346,20,38,3,8,0.7354794505217761,0.1115508555265043,5,0.1999096206234839,Clothing,East,F,Growers,CUST_00618,63.48666919784775,2.833333333333333,8.470588235294118,5,3,4,12,0.7560152160264924,0.2439847839735076,979.8,High,991.9274334330014,1167.4850005323162,909.78186,998.5572935878172,12.127433433001443
31,37,1954.4319956901527,35,40,3,9,0.5726372472092859,0.0655313020146706,7,0.2526265435104547,Clothing,North,M,Growers,CUST_01475,52.82248637000414,2.583333333333333,14.32258064516129,4,4,4,12,0.8166403562625374,0.1833596437374626,1437.11,High,1460.0728792107393,1423.0359201629042,1333.173,1413.5027888909228,22.962879210739402
19,14,475.5230230113706,94,32,2,6,0.250327539975325,0.2124476385676854,6,0.397897576239532,Grocery,East,F,At-Risk,CUST_01779,33.9659302150979,1.5833333333333333,8.842105263157896,3,3,2,8,0.6040723617231417,0.3959276382768583,305.79,Medium,259.41890925227636,213.88763272662754,289.00027,257.82014058945254,46.371090747723656
16,2,43.63856098628131,348,47,2,6,0.1469157828901888,0.4363532790791049,5,0.8726130413505953,Pharmacy,West,F,Hibernating,CUST_02518,21.819280493140656,1.3333333333333333,1.5,1,1,1,3,0.2696432344875689,0.7303567655124311,11.63,Low,15.822753308942225,36.83534823800164,11.774342,17.2150203909901,4.192753308942224
32,23,2169.1773208929444,82,53,3,8,0.7009938973236051,0.1474689920452463,4,0.3187968033646822,Clothing,North,F,Growers,CUST_01245,94.31205743012802,2.6666666666666665,8.625,3,3,4,10,0.7236879578556281,0.2763120421443719,1219.55,High,952.4843722009688,958.1951706982686,1077.7617,989.6400706381129,267.0656277990312
20,5,95.538536874304,339,64,1,5,0.191428830795164,0.2519749663171658,15,0.9005924272254333,Grocery,North,M,Hibernating,CUST_02996,19.1077073748608,1.6666666666666667,3.0,1,1,1,3,0.1368574879925783,0.8631425120074216,18.5,Low,24.37364722144248,24.372391989449987,22.570024,23.81828388510317,5.873647221442479
6,2,149.98779069629964,228,43,1,3,0.4419643561595076,0.3077628597468543,19,0.7132626718071409,Pharmacy,West,F,Hibernating,CUST_02553,74.99389534814982,0.5,4.0,1,1,1,3,0.2073652606984223,0.7926347393015777,154.11,Low,115.1807350528042,45.191232954933625,144.34001,102.32241268934251,38.92926494719582
68,44,14757.250165938312,26,38,4,9,0.3461802640556892,0.0787764890579227,0,0.1462356409215352,Home,South,M,Champions,CUST_00548,335.3920492258707,5.666666666666667,7.764705882352941,4,4,5,13,0.8072762939103487,0.1927237060896512,5014.85,Very High,3733.641433816224,14508.236491956553,4710.0425,5251.771312030991,1281.2085661837764
23,6,731.1103595928406,189,28,1,7,0.413582563432225,0.1543379741333781,12,0.5587085155263776,Pharmacy,West,F,At-Risk,CUST_02211,121.85172659880676,1.9166666666666667,3.130434782608696,2,2,3,7,0.3992900965117669,0.600709903488233,219.07,Medium,208.60339159405157,243.99733347454546,217.5101,217.96410202244724,10.46660840594842
41,5,516.1914230400885,141,30,2,4,0.4087025750288459,0.1788090510377638,7,0.548321008709261,Pharmacy,North,F,At-Risk,CUST_01624,103.2382846080177,3.4166666666666665,1.4634146341463414,2,1,2,5,0.2457587714517249,0.7542412285482751,69.07,Low,81.12919113781963,51.07677750154238,69.050674,70.4827604819638,12.059191137819639
40,96,9955.779963288423,16,40,4,8,0.7978155547494417,0.0533572978556551,0,0.1024671428584569,Electronics,East,F,Champions,CUST_00264,103.7060412842544,3.333333333333333,28.8,5,5,5,15,0.95,0.05,20129.39,Very High,20711.593810712748,16078.264679232736,20334.727,19580.609644721088,582.2038107127482
22,40,2500.0,82,37,2,8,0.8577959927574348,0.1441960487562873,6,0.3403947427597289,Sports,North,F,Growers,CUST_01398,62.5,1.8333333333333333,21.81818181818182,3,4,4,11,0.7120202805958059,0.2879797194041941,1465.36,High,1409.9262062641662,1475.2853642982277,1491.6519,1447.017490900914,55.43379373583366
13,3,155.9434855159485,297,45,2,1,0.2256582460602424,0.3530090626409764,9,0.7492261470883439,Grocery,West,F,Hibernating,CUST_02354,51.98116183864951,1.0833333333333333,2.7692307692307696,1,1,1,3,0.1527324963346382,0.8472675036653619,57.65,Low,50.60284997332513,33.764141522929236,59.866627,49.10452462668147,7.047150026674871
18,16,752.340887047428,182,55,2,4,0.565071661164749,0.2831908169943965,5,0.3314070904847291,Grocery,East,F,At-Risk,CUST_01816,47.02130544046425,1.5,10.666666666666666,2,3,3,8,0.5079635986083504,0.4920364013916496,496.86,Medium,361.5300697250929,301.1993810710205,458.2531,374.27220783535137,135.3299302749071
82,86,5555.140671533285,24,50,4,8,0.4496916868526741,0.054359811983587,3,0.0227614369429578,Electronics,East,M,Champions,CUST_00354,64.59465897131727,6.833333333333333,12.585365853658535,4,5,5,14,0.8877025107727198,0.1122974892272802,3080.34,Very High,3527.8722314216748,1706.7172426663235,2891.0706,2874.1722500308397,447.5322314216746
9,21,882.9139385288307,41,41,3,6,0.4587359701364295,0.0973685260403371,6,0.2931316057906485,Sports,West,F,Growers,CUST_01076,42.04352088232528,0.75,28.0,4,3,3,10,0.707082895156064,0.2929171048439359,1234.35,High,1454.9749291779804,1041.7679072753776,1294.407,1314.0321510382141,220.62492917798045
80,86,15000.0,3,61,4,10,0.3194896603305652,0.033621799527496,0,0.0359729928309885,Electronics,South,M,Champions,CUST_00209,174.41860465116278,6.666666666666667,12.9,5,5,5,15,0.95,0.05,16395.28,Very High,14354.603111106104,11074.280224271035,15529.385,13954.209256080276,2040.676888893895
16,17,800.0,37,27,3,6,0.415547310971528,0.1335742245224652,7,0.2345631865861913,Clothing,North,M,Growers,CUST_00614,47.05882352941177,1.3333333333333333,12.75,4,3,3,10,0.7078734621167267,0.2921265378832732,729.29,Medium,718.139717993568,673.6956926355846,627.36096,680.8534186517895,11.150282006432008
34,5,800.0,178,28,2,5,0.3134261930058717,0.1252012773267347,7,0.4847736291439429,Pharmacy,North,F,At-Risk,CUST_02091,160.0,2.833333333333333,1.7647058823529411,2,1,3,6,0.2559523708261704,0.7440476291738296,130.01,Low,138.85480456597355,153.3795804312801,133.42856,139.96268858718787,8.844804565973561
46,5,391.2064658629048,146,51,2,6,0.3104745159702236,0.2555316210521582,10,0.3980225557014971,Grocery,South,F,At-Risk,CUST_02100,78.24129317258095,3.8333333333333335,1.3043478260869563,2,1,2,5,0.3080347804328459,0.6919652195671542,44.41,Low,68.91938829998136,45.29220302035939,49.493217,57.3942776817867,24.509388299981367
19,39,1305.2378720223987,34,48,2,6,0.8388194357938876,0.10636165855983,7,0.2798754137619414,Clothing,West,F,Growers,CUST_01499,33.46763774416407,1.5833333333333333,24.63157894736842,4,4,4,12,0.866969806121958,0.133030193878042,2318.9,High,2272.2168260751246,2113.1332973731533,2337.3564,2258.5404325359677,46.68317392487552
35,37,1284.6038259658535,62,34,3,8,0.5663238176670731,0.1424216762243546,6,0.3328395918016148,Clothing,West,M,Growers,CUST_01136,34.719022323401454,2.9166666666666665,12.685714285714289,4,4,4,12,0.8130491925008035,0.1869508074991964,936.14,High,978.6628698843867,1118.3948473682017,881.8194,974.206400498968,42.52286988438675
